tipo,pregunta,respuesta
P1,¿Quién escribió el libro Aknos?,Fulvio Caccia
P1,¿Quién escribió el libro Neues Bewusstsein?,Peter Sloterdijk
P1,¿Quién escribió el libro The Colours of Infinity?,Benoît Mandelbrot
P1,¿Quién escribió el libro The Breuss Cancer Cure?,Rudolf Breuss
P1,¿Quién escribió el libro Uplake?,Spagna
P1,¿Quién escribió el libro Działanie?,Jacek Kuroń
P1,¿Quién escribió el libro Wonderful Words for Writing?,Q25161
P1,¿Quién escribió el libro History of Incas (Hakluyt Society Works Ser .: No 2 Vol 22)?,Pedro Sarmiento de Gamboa
P1,¿Quién escribió el libro Midnight's Children?,Salman Rushdie
P1,¿Quién escribió el libro Dichter im Einsatz?,Dieter Fringeli
P1,¿Quién escribió el libro Lettres de Pierre Martyr Anghiera Relatives Aux découvertes Maritimes des Espagnols et des Portugais?,Pedro Mártir de Anglería
P1,¿Quién escribió el libro Selected exaggerations?,Peter Sloterdijk
P1,¿Quién escribió el libro Der Dorfkaiser?,Paul Sutermeister
P1,¿Quién escribió el libro Vehicles?,Valentino Braitenberg
P1,"¿Quién escribió el libro Delilles ,,Gärten?",Victor Klemperer
P1,¿Quién escribió el libro Bilder meines Lebens?,Peter Ustinov
P1,¿Quién escribió el libro Una grande storia d'amore?,Susanna Tamaro
P1,¿Quién escribió el libro We Can Do I.T. Too?,Nada
P1,¿Quién escribió el libro State of affairs?,Jesús Padilla Gálvez
P1,¿Quién escribió el libro Das Wirken der Seele?,Rudolf Eisler
P1,¿Quién escribió el libro Hitlers Inselwahn?,John Nettles
P1,¿Quién escribió el libro Retour sur l'île?,Viveca Sten
P1,¿Quién escribió el libro Mr. Gwyn & Three Times at Dawn?,Alessandro Baricco
P1,¿Quién escribió el libro Den politisk-satiriske Viktor Rydberg?,Viktor Rydberg
P1,¿Quién escribió el libro Cinzas do passado?,Martin Suter
P1,"¿Quién escribió el libro Adiciones, Apéndice a la postilla?",Bernardino de Sahagún
P1,¿Quién escribió el libro Mitten ins Herz?,Margret Kreidl
P1,¿Quién escribió el libro Um amor feliz?,David Mourão-Ferreira
P1,¿Quién escribió el libro Der deutsche auswanderer nach den Vereinigten Staaten von Nordamerika?,Alexander Ziegler
P1,¿Quién escribió el libro Les enjeux du XXIe siècle?,Eric Hobsbawm
P1,¿Quién escribió el libro Due bellissime signore?,Mario Biondi
P1,¿Quién escribió el libro T. J. and the Penalty?,Theo Walcott
P1,"¿Quién escribió el libro Jimmy Flitz, die Schweizermaus?",Roland Zoss
P1,¿Quién escribió el libro Das Meer?,Jan Hoet
P1,¿Quién escribió el libro Honeycomb?,Joanne Harris
P1,¿Quién escribió el libro Hans Eisenmann?,Otto Bauer
P1,¿Quién escribió el libro Contraception and chastity?,Elizabeth Anscombe
P1,¿Quién escribió el libro L'Esprit Saint?,Juan Pablo II
P1,¿Quién escribió el libro La morte condivisa?,Giovanni Franzoni
P1,¿Quién escribió el libro Den flödande lyckan?,Eva Ström
P1,¿Quién escribió el libro Wiersze i obrazki?,Julian Przyboś
P1,¿Quién escribió el libro The continuum companion to anarchism?,Ruth Kinna
P1,¿Quién escribió el libro Green Ring?,Zinaída Guíppius
P1,¿Quién escribió el libro Pájinas escojidas?,Juan Ramón Jiménez
P1,¿Quién escribió el libro Il panno di mastro Gervaso?,Danila Comastri Montanari
P1,¿Quién escribió el libro Une hirondelle ne fait pas le printemps?,Éric-Emmanuel Schmitt
P1,¿Quién escribió el libro Libros de amor?,Juan Ramón Jiménez
P1,¿Quién escribió el libro De reis van de voorganger?,Per Olov Enquist
P1,¿Quién escribió el libro Nach dem Schlussakkord?,Alfred Brendel
P1,¿Quién escribió el libro Brev?,Stig Dagerman
P1,¿Quién escribió el libro Vom Verlust der Scham und dem allmählichen Verschwinden der Demokratie?,Carl Amery
P1,"¿Quién escribió el libro Europe, Globalization, and the Coming of the Universal Caliphate?",Bat Ye'or
P1,"¿Quién escribió el libro Tsvantsig yor in Varshever ""Bund""?",Bernard Goldstein
P1,¿Quién escribió el libro Die letzte Nacht?,Karl Kraus
P1,¿Quién escribió el libro Die kleine Märchenreise?,Ulrich Karger
P1,¿Quién escribió el libro We always wore sailor suits?,Susanna Agnelli
P1,¿Quién escribió el libro Regionalismus a internacionalismus v soudobé architektuře?,Friedrich Achleitner
P2,¿De qué país es el autor del libro Diarió de una ninfomana?,Spain
P2,¿De qué país es el autor del libro Ḳadish la-yeled she-lo nolad?,Germany
P2,¿De qué país es el autor del libro Hanging hill?,United Kingdom
P2,¿De qué país es el autor del libro Murder on the Railways?,United Kingdom
P2,¿De qué país es el autor del libro Basic Income?,Belgium
P2,¿De qué país es el autor del libro Paris?,Belgium
P2,¿De qué país es el autor del libro The scope of anthropology?,Belgium
P2,¿De qué país es el autor del libro Textall?,Austria
P2,¿De qué país es el autor del libro Deutsche Künstler im Exil 1933-1945?,Germany
P2,¿De qué país es el autor del libro The Elusive Pimpernel (Scarlet Pimpernel)?,United Kingdom
P2,¿De qué país es el autor del libro Der tollste Tag?,Austria
P2,¿De qué país es el autor del libro What Was She Thinking? Notes on a Scandal?,United Kingdom
P2,"¿De qué país es el autor del libro León insólito ; León, ayer y hoy?",Spain
P2,¿De qué país es el autor del libro In achtzig Jahren um die Welt?,Germany
P2,¿De qué país es el autor del libro De Ceuta a Timor?,Portugal
P2,¿De qué país es el autor del libro Finding Time Again?,France
P2,¿De qué país es el autor del libro Emilia Pardo Bazán?,Spain
P2,¿De qué país es el autor del libro Un Ete Avec Kim Novak?,Sweden
P2,¿De qué país es el autor del libro Les trois anneaux?,Switzerland
P2,¿De qué país es el autor del libro Legenda ob Ulenshpigele?,Belgium
P2,¿De qué país es el autor del libro The history of the Scottish Parliament?,United Kingdom
P2,¿De qué país es el autor del libro Barabbas ; Escurial?,Belgium
P2,¿De qué país es el autor del libro Die Kinder Abrahams?,Austria
P2,¿De qué país es el autor del libro Batalha de flores?,Portugal
P2,¿De qué país es el autor del libro El olvido de sí- 2022?,Spain
P2,¿De qué país es el autor del libro Fiendens fiende?,Sweden
P2,¿De qué país es el autor del libro Ecrits?,France
P2,¿De qué país es el autor del libro Bronsteins Kinder?,Poland
P2,¿De qué país es el autor del libro Vita?,Italy
P2,¿De qué país es el autor del libro Vägen till Jerusalem?,Sweden
P2,¿De qué país es el autor del libro Grimm Reader?,United Kingdom
P2,¿De qué país es el autor del libro I fuochi dello sguardo?,Italy
P2,¿De qué país es el autor del libro Sia Calendar 2022?,United Kingdom
P2,¿De qué país es el autor del libro EL UNIVERSO DE FEDERICO FELLINI?,Spain
P2,¿De qué país es el autor del libro Litr cieklego olowiu?,Poland
P2,¿De qué país es el autor del libro Il mistero di Mangiabarche?,Italy
P2,¿De qué país es el autor del libro ha-Min ha-sheni?,France
P2,¿De qué país es el autor del libro Mécanique analytique?,France
P2,¿De qué país es el autor del libro The way?,Spain
P2,¿De qué país es el autor del libro La ira?,Spain
P2,¿De qué país es el autor del libro Meie vanad?,Sweden
P2,¿De qué país es el autor del libro Die verborgenen Gärten. Roman?,Switzerland
P2,¿De qué país es el autor del libro Wer bin ich??,Switzerland
P2,¿De qué país es el autor del libro Aknos?,Switzerland
P2,¿De qué país es el autor del libro Neues Bewusstsein?,Germany
P2,¿De qué país es el autor del libro The Colours of Infinity?,Poland
P2,¿De qué país es el autor del libro The Breuss Cancer Cure?,Austria
P2,¿De qué país es el autor del libro Uplake?,Italy
P2,¿De qué país es el autor del libro Działanie?,Poland
P2,¿De qué país es el autor del libro Wonderful Words for Writing?,United Kingdom
P2,¿De qué país es el autor del libro History of Incas (Hakluyt Society Works Ser .: No 2 Vol 22)?,Spain
P2,¿De qué país es el autor del libro Midnight's Children?,United Kingdom
P2,¿De qué país es el autor del libro Dichter im Einsatz?,Switzerland
P2,¿De qué país es el autor del libro Lettres de Pierre Martyr Anghiera Relatives Aux découvertes Maritimes des Espagnols et des Portugais?,Spain
P2,¿De qué país es el autor del libro Selected exaggerations?,Germany
P2,¿De qué país es el autor del libro Der Dorfkaiser?,Switzerland
P2,¿De qué país es el autor del libro Vehicles?,Italy
P2,"¿De qué país es el autor del libro Delilles ,,Gärten?",Poland
P2,¿De qué país es el autor del libro Bilder meines Lebens?,United Kingdom
P2,¿De qué país es el autor del libro Una grande storia d'amore?,Italy
P2,¿De qué país es el autor del libro We Can Do I.T. Too?,Italy
P2,¿De qué país es el autor del libro State of affairs?,Spain
P2,¿De qué país es el autor del libro Das Wirken der Seele?,Austria
P2,¿De qué país es el autor del libro Hitlers Inselwahn?,United Kingdom
P2,¿De qué país es el autor del libro Retour sur l'île?,Sweden
P2,¿De qué país es el autor del libro Mr. Gwyn & Three Times at Dawn?,Italy
P2,¿De qué país es el autor del libro Den politisk-satiriske Viktor Rydberg?,Sweden
P2,¿De qué país es el autor del libro Cinzas do passado?,Spain
P2,"¿De qué país es el autor del libro Adiciones, Apéndice a la postilla?",Spain
P2,¿De qué país es el autor del libro Mitten ins Herz?,Austria
P2,¿De qué país es el autor del libro Um amor feliz?,Portugal
P2,¿De qué país es el autor del libro Der deutsche auswanderer nach den Vereinigten Staaten von Nordamerika?,Switzerland
P2,¿De qué país es el autor del libro Les enjeux du XXIe siècle?,United Kingdom
P2,¿De qué país es el autor del libro Due bellissime signore?,Italy
P2,¿De qué país es el autor del libro T. J. and the Penalty?,United Kingdom
P2,"¿De qué país es el autor del libro Jimmy Flitz, die Schweizermaus?",Switzerland
P2,¿De qué país es el autor del libro Das Meer?,Belgium
P2,¿De qué país es el autor del libro Honeycomb?,United Kingdom
P2,¿De qué país es el autor del libro Hans Eisenmann?,Austria
P2,¿De qué país es el autor del libro Contraception and chastity?,United Kingdom
P2,¿De qué país es el autor del libro L'Esprit Saint?,Poland
P2,¿De qué país es el autor del libro La morte condivisa?,Italy
P2,¿De qué país es el autor del libro Den flödande lyckan?,Sweden
P2,¿De qué país es el autor del libro Wiersze i obrazki?,Poland
P2,¿De qué país es el autor del libro The continuum companion to anarchism?,United Kingdom
P2,¿De qué país es el autor del libro Green Ring?,France
P2,¿De qué país es el autor del libro Pájinas escojidas?,Spain
P2,¿De qué país es el autor del libro Il panno di mastro Gervaso?,Italy
P2,¿De qué país es el autor del libro Une hirondelle ne fait pas le printemps?,Belgium
P2,¿De qué país es el autor del libro Libros de amor?,Spain
P2,¿De qué país es el autor del libro De reis van de voorganger?,Sweden
P2,¿De qué país es el autor del libro Nach dem Schlussakkord?,Austria
P2,¿De qué país es el autor del libro Brev?,Sweden
P2,¿De qué país es el autor del libro Vom Verlust der Scham und dem allmählichen Verschwinden der Demokratie?,Germany
P2,"¿De qué país es el autor del libro Europe, Globalization, and the Coming of the Universal Caliphate?",United Kingdom
P2,"¿De qué país es el autor del libro Tsvantsig yor in Varshever ""Bund""?",Poland
P2,¿De qué país es el autor del libro Die letzte Nacht?,Austria
P2,¿De qué país es el autor del libro Die kleine Märchenreise?,Germany
P2,¿De qué país es el autor del libro We always wore sailor suits?,Italy
P2,¿De qué país es el autor del libro Regionalismus a internacionalismus v soudobé architektuře?,Austria
P3,¿De qué año es el libro Rimas y declaraciones poéticas?,1999
P3,¿De qué año es el libro Prentice Hall Literature--Copper?,1991
P3,¿De qué año es el libro LEFECTE FRANKENSTEIN?,2019
P3,¿De qué año es el libro Stormy isles?,1998
P3,¿De qué año es el libro Witch Week?,2000
P3,¿De qué año es el libro Some organising principles =?,1993
P3,¿De qué año es el libro Semantic relationism?,2007
P3,¿De qué año es el libro The Root of Evil?,2018
P3,¿De qué año es el libro Liebe Stimme?,2000
P3,¿De qué año es el libro Au pays des malices?,1980
P3,"¿De qué año es el libro Gespräche über Gott, Geist und Geld?",2014
P3,"¿De qué año es el libro A Torre de Babel, ou, A porra do Soriano?",2011
P3,¿De qué año es el libro Sangre azul?,1996
P3,¿De qué año es el libro Zofingen und sein Bezirk?,1989
P3,¿De qué año es el libro Treze contos obrigados a mote e mais um?,2003
P3,¿De qué año es el libro Brief an D.?,2008
P3,¿De qué año es el libro FORTSCHRITTSMYTHEN?,1983
P3,"¿De qué año es el libro Werbung, Theorie und Praxis werblicher Beeinflussung?",1980
P3,¿De qué año es el libro Joseph Roths Flucht und Ende?,1994
P3,¿De qué año es el libro Páginas escogidas?,1973
P3,¿De qué año es el libro Livin'La Vida Loca and Other Hits of Ricky Martin (Essential Gropus & Artists)?,1999
P3,¿De qué año es el libro Trilogía de Falcó?,2018
P3,¿De qué año es el libro Economic Policy?,2010
P3,¿De qué año es el libro O mar cor de vinho?,1996
P3,¿De qué año es el libro Female Entrepreneurship As a Driving Force of Economic Growth and Social Change?,2023
P3,¿De qué año es el libro Responding to Natural Disasters (Set)?,2022
P3,¿De qué año es el libro Les Parets en llibertat?,1977
P3,¿De qué año es el libro Un trabajo fácil?,1986
P3,¿De qué año es el libro Herrmann the Great's Wizard Manual?,2020
P3,¿De qué año es el libro Wien?,1970
P3,"¿De qué año es el libro Lecture en fête, méthode de lecture?",1996
P3,¿De qué año es el libro ¿Qué es filosofía??,1964
P3,¿De qué año es el libro Negotiating Water Governance?,2015
P3,¿De qué año es el libro Biblioteca 1?,2004
P3,¿De qué año es el libro Kleine Schriften. Band 1 (von 3).?,1985
P3,¿De qué año es el libro Paraplegie?,2006
P3,¿De qué año es el libro Herbert nieznany?,2008
P3,¿De qué año es el libro Two Hundred?,2018
P3,¿De qué año es el libro Don Quijote De La Mancha (Punto de Encuentro (Editorial Everest))?,2005
P3,¿De qué año es el libro Tous les lointains sont bleus?,2015
P3,¿De qué año es el libro Suomalaisesta runoudesta?,1983
P3,¿De qué año es el libro Dziewczyny Bonda?,2004
P3,"¿De qué año es el libro Wagner-Probleme, und Andere Studien?",2018
P3,¿De qué año es el libro Borkmann Noktası?,2019
P3,¿De qué año es el libro Roma fuggitiva?,2011
P3,"¿De qué año es el libro Nus, féroces et anthropophages?",2004
P3,¿De qué año es el libro Economia i pensament econòmic a la Catalunya de l'alta edat moderna (1520-1630)?,2006
P3,¿De qué año es el libro Communications and Multimedia Security?,2005
P3,¿De qué año es el libro Recollections of Henri Rousseau?,2006
P3,¿De qué año es el libro Enlightened Machines?,2018
P3,¿De qué año es el libro Great short stories of the masters?,2003
P3,¿De qué año es el libro Evguénie Sokolov?,1985
P3,¿De qué año es el libro Seismographische Funktion von Öffentlichkeit im Wandel?,2008
P3,¿De qué año es el libro Histoire d'une Marie?,1997
P3,¿De qué año es el libro Een vrouw voor elk seizoen?,2011
P3,¿De qué año es el libro The greatest firefighter stories never told?,2002
P3,¿De qué año es el libro La via del deserto?,2013
P3,¿De qué año es el libro Crimini?,2007
P3,¿De qué año es el libro As leis do caos?,1990
P3,"¿De qué año es el libro The Birth of the Modern, Part 2 of 3?",1991
P3,¿De qué año es el libro L'image publique?,1997
P3,¿De qué año es el libro Europa im Aufbruch?,1992
P3,¿De qué año es el libro Véspera da água?,2014
P3,¿De qué año es el libro Formula 1 99/00?,2000
P3,¿De qué año es el libro De l'inhumanité de la religion?,2000
P3,¿De qué año es el libro Los estragos del tiempo?,1999
P3,¿De qué año es el libro Softwaretechnik?,2012
P3,¿De qué año es el libro Sanningslekar?,1990
P3,¿De qué año es el libro Morte accidentale di un anarchico?,2004
P3,¿De qué año es el libro Families and how to survive them?,1983
P3,¿De qué año es el libro Fortune des Rougon?,2016
P3,¿De qué año es el libro God loves me?,1977
P3,¿De qué año es el libro Aaron's Rod?,1954
P3,¿De qué año es el libro En man i huset?,1978
P3,¿De qué año es el libro Martha Stewarts Quick Cook?,1993
P3,¿De qué año es el libro Moth to a Flame?,2019
P3,"¿De qué año es el libro ""Muse""?",2004
P3,"¿De qué año es el libro Interior Castle, Large-Print Edition?",2008
P3,¿De qué año es el libro Stop What You're Doing and Read This!?,2011
P3,¿De qué año es el libro Tankarna?,1994
P3,¿De qué año es el libro Argent (Illustré)?,2017
P3,¿De qué año es el libro Krytyka cyničnoho rozumu?,2002
P3,"¿De qué año es el libro Job, mon ami?",1997
P3,¿De qué año es el libro Anima mundi?,1997
P3,¿De qué año es el libro Firmes! (Espasa humor)?,1994
P3,¿De qué año es el libro WER DEN WIND VERNIMMT?,1981
P3,¿De qué año es el libro Loppans kvällsvard?,1986
P3,¿De qué año es el libro Miau?,2020
P3,¿De qué año es el libro Ver-rückte Zeiten?,2001
P3,¿De qué año es el libro The war trilogy?,1985
P3,¿De qué año es el libro Rua de nenhures?,2013
P3,¿De qué año es el libro In the Land of Silence?,2012
P3,¿De qué año es el libro Rallumer tous les soleils?,2006
P3,¿De qué año es el libro Diese sehr ernsten Scherze?,2007
P3,¿De qué año es el libro Rossellini?,1973
P3,¿De qué año es el libro Markuse muutumised?,1997
P3,¿De qué año es el libro Eine Lektion in Poesie wird vorbereitet?,1998
P3,¿De qué año es el libro Bridget Jones. Mad About the Boy?,2013
P3,¿De qué año es el libro El Angulo Del Horror?,2002
P3,¿De qué año es el libro O pequeno livro do grande terramoto?,2005
P4,Dime el género o el tópico principal del libro Monty Python's second film,"Monty Python and the Holy Grail (Motion picture), Motion picture plays"
P4,Dime el género o el tópico principal del libro Cultura e poder entre o Império e a República,"History, Intellectual life"
P4,Dime el género o el tópico principal del libro Ida e volta,"Description and travel, Journeys, Portuguese Authors"
P4,Dime el género o el tópico principal del libro Labyrinth,"Biography, Gay men, Homosexuality"
P4,Dime el género o el tópico principal del libro Museum und Öffentlichkeit,Museum attendance
P4,"Dime el género o el tópico principal del libro Home alone, The windows, The prompters: three plays by Dino Buzzati ; Wild boars at the forest's edge by Giuliano Scabia","Italian drama, Translations into English"
P4,Dime el género o el tópico principal del libro Francisco Rico,"Critics, Onderscheidingen, Spanish literature"
P4,Dime el género o el tópico principal del libro The man who,"Drama, Theater, Therapist and patient"
P4,Dime el género o el tópico principal del libro Vom Wahren und Guten,"Ethics, Philosophy"
P4,Dime el género o el tópico principal del libro The Secret House of Death,"Fiction, Fiction, mystery & detective, general, Townsend, susan (fictitious character), fiction"
P4,Dime el género o el tópico principal del libro Bridget Jones's guide to life,"Bridget Jones (Fictitious character), English wit and humor"
P4,Dime el género o el tópico principal del libro La testa di Vitus Bering,Fiction
P4,Dime el género o el tópico principal del libro Diccionario Coll Del Siglo Xxi,"Dictionaries, Humor, Spanish language"
P4,Dime el género o el tópico principal del libro وداعا ايتها السماء Goodbye Sky,Arabic fiction
P4,"Dime el género o el tópico principal del libro Kenya diary, 1902-1906","Description and travel, Kenya, description and travel"
P4,Dime el género o el tópico principal del libro Noldu ashemim,"Children, National socialism, Psychological aspects"
P4,Dime el género o el tópico principal del libro Great short stories of the masters,"American Short stories, Short stories, Translations into English"
P4,Dime el género o el tópico principal del libro Faith in a hard ground,"Catholic Church, Christian ethics, Christianity"
P4,Dime el género o el tópico principal del libro Pianist's A-Z,"Piano, Piano music"
P4,Dime el género o el tópico principal del libro Polen und Deutschland in Europa,"Karlspreis, Politicians, Politics and government"
P4,Dime el género o el tópico principal del libro Lecturas presocráticas,"Ancient Philosophy, Filosofía Antigua, interpretación"
P4,Dime el género o el tópico principal del libro Ostatni papież,"Assassination, Death and burial, Fiction"
P4,Dime el género o el tópico principal del libro L' homme qui regardait passer les trains,"Fiction, Identity (Pyschology), Murder"
P4,Dime el género o el tópico principal del libro Vaya país,"Foreign public opinion, Politics and government, Social life and customs"
P4,Dime el género o el tópico principal del libro Austro-Marxism : The Ideology of Unity. Volume II : Changing the World,"Austria, politics and government, Socialism, Socialists"
P4,Dime el género o el tópico principal del libro Romanen om utvandrarna,"Emigration and immigration, Fiction"
P4,Dime el género o el tópico principal del libro Arte Lancia,"Art, Spanish, Spanish Art"
P4,Dime el género o el tópico principal del libro Riccardino,"Investigation, Murder, Romance literature"
P4,"Dime el género o el tópico principal del libro Effata Apriti - Lettera per il Programma Pastorale ""Comunicare""","Catholic Church, Communication, Religious aspects"
P4,Dime el género o el tópico principal del libro Making Italian America,"Italians, united states, United states, social life and customs"
P4,"Dime el género o el tópico principal del libro Les ombres ; proses de ""La rosa vera"" ; altres proses disperses",Criticism and interpretation
P4,Dime el género o el tópico principal del libro Zgodbe iz Nemčije,"Fiction, anthologies (multiple authors), Neuroticism, Short stories"
P4,Dime el género o el tópico principal del libro The Non-Aligned Movement and the Cold War,"Cold war, Nonalignment, World politics, 1945-"
P4,Dime el género o el tópico principal del libro Real Life of Laurence Olivier,"Great britain, biography, Olivier, laurence, 1907-1989, Theater, biography"
P4,Dime el género o el tópico principal del libro El laberinto del lenguaje,"Language and languages, Linguistic analysis (Linguistics), Philosophy"
P4,Dime el género o el tópico principal del libro Neue Schweizer Standpunkte,"Criticism and interpretation, Swiss Authors"
P4,Dime el género o el tópico principal del libro Virginia Woolf,"Woolf, virginia, 1882-1941"
P4,Dime el género o el tópico principal del libro Bruit des nuages,"Flight in art, Modern Art, Philosophy"
P4,Dime el género o el tópico principal del libro Obras Completas,"Cartas espanolas, Epoca clasica, Poesía española"
P4,Dime el género o el tópico principal del libro Ausserirdische Zwitterwesen =,"Dandyism in literature, Painting, Philosophy"
P4,Dime el género o el tópico principal del libro The history of the Incas,"Discovery and exploration, History, Incas"
P4,Dime el género o el tópico principal del libro Dragons at Crumbling Castle,"Children's fiction, Humorous stories, Short stories"
P4,Dime el género o el tópico principal del libro Orwell on Truth,"Political science, philosophy, Truth, Truthfulness and falsehood"
P4,Dime el género o el tópico principal del libro Briefe an den Reichtum,"Psychological aspects, Social aspects, Wealth"
P4,Dime el género o el tópico principal del libro Extended Phenotype,"Gene expression, Genetics, Natural selection"
P4,Dime el género o el tópico principal del libro The middle-game in chess,"Chess, Collections of games, Middle games"
P4,Dime el género o el tópico principal del libro Myth and meaning,"Ethnophilosophy, Mythology, Structural anthropology"
P4,Dime el género o el tópico principal del libro Mach keini Schprüch,"German poetry, Swiss poetry (German)"
P4,Dime el género o el tópico principal del libro Der Judaskuss,"Erinnerung, Kolonialkrieg, Militärarzt"
P4,Dime el género o el tópico principal del libro Der Fluch des neuen Jahrtausends,"Crisis management, Modern History, World politics"
P4,Dime el género o el tópico principal del libro The Dragon Book,"Dragons, Fantasy, Fiction"
P4,Dime el género o el tópico principal del libro La vie politique en Allemagne fédérale,"Politics and government, Politique et gouvernement"
P4,Dime el género o el tópico principal del libro Feuerkraut,"Biography, Jewish communists, Jewish women"
P4,Dime el género o el tópico principal del libro Zu den heiligen Quellen des Islam.,"Biography, Muslim pilgrims and pilgrimages, Travel"
P4,Dime el género o el tópico principal del libro Giusnaturalismo e positivismo giuridico,"Jurisprudence, Legal positivism, Natural law"
P4,Dime el género o el tópico principal del libro Die inszenierte Polarisierung,"Communication in politics, Elections, Germany (West)"
P4,Dime el género o el tópico principal del libro Het verloren geld van de Coburgs,"Biography, Economic conditions, Kings and rulers"
P4,Dime el género o el tópico principal del libro Parler aux français,Politics and government
P4,Dime el género o el tópico principal del libro Das Heimatlos,"History and criticism, Homeland in literature, Swiss literature (German)"
P4,Dime el género o el tópico principal del libro Ghost Stories,"ghost stories, ghost story, ghosts"
P4,Dime el género o el tópico principal del libro Microcosmic Tales,"American Science fiction, English Science fiction, Science fiction"
P4,Dime el género o el tópico principal del libro Ferrari,"Automobile engineers, Biography, Ferrari automobile"
P4,Dime el género o el tópico principal del libro The Cobra's Heart,"Africa, description and travel"
P4,Dime el género o el tópico principal del libro Gilliam on Gilliam (Directors on Directors),"Monty python (comedy troupe), Motion picture producers and directors"
P4,Dime el género o el tópico principal del libro 75 Jahre aus bewegter Zeit,"Biography, Politics and government, Presidents"
P4,Dime el género o el tópico principal del libro Jeszcze dzień życia,"Biography, History, Journalists"
P4,Dime el género o el tópico principal del libro Amores e saudades de um português arreliado,Love
P4,Dime el género o el tópico principal del libro Hojdalka dychannja,"Arbeitslager, Deportation, Mann"
P4,Dime el género o el tópico principal del libro Soul Music,"Discworld (Imaginary place), Fantasy, Ficción"
P4,Dime el género o el tópico principal del libro Del lenguaje,Language and languages
P4,Dime el género o el tópico principal del libro Petticoat rule,"Fiction, Fiction, general, History"
P4,Dime el género o el tópico principal del libro Życie moje cudowne--,"Diaries, Polish Authors"
P4,Dime el género o el tópico principal del libro Ação humana,"Ação social, Economia politica (teoria e filosofia), Filosofia social"
P4,Dime el género o el tópico principal del libro Ser quinto,"Ficción juvenil, Fiction, Juguetes"
P4,Dime el género o el tópico principal del libro Tristes Tropiques,"Brazil, description and travel, Description and travel, Indians of south america"
P4,Dime el género o el tópico principal del libro Dreams and Nightmares,"Motion pictures, history"
P4,Dime el género o el tópico principal del libro Sara Videbeck-The Chapel (Library of Scandinavian Literature Tr. from Swedish),Fiction
P4,Dime el género o el tópico principal del libro ABC,"Animals, Children's poetry, Portuguese, Juvenile poetry"
