Tipo,Pregunta,Respuesta
P1,"¿Quién escribio el libro ""The literary history of Philadelphia""?","Oberholtzer, Ellis Paxson"
P1,"¿Quién escribio el libro ""Tom Sawyer, Detective""?",Mark Twain
P1,"¿Quién escribio el libro ""Brave souls""?",Douglas Todd
P1,"¿Quién escribio el libro ""Lady of the backwoods""?",S. L. Eaton
P1,"¿Quién escribio el libro ""Ernest Buckler Remembered""?",Claude Bissell
P1,"¿Quién escribio el libro ""A kid in Haileybury""?",Leslie McFarlane
P1,"¿Quién escribio el libro ""Julia Ward Howe, 1819-1910""?",Laura Elizabeth Howe Richards
P1,"¿Quién escribio el libro ""Lindenblaetter""?",Valentin Sawatzky
P1,"¿Quién escribio el libro ""The glory that was Grub Street""?",Arthur St. John Adcock
P1,"¿Quién escribio el libro ""Paul's Case""?",Lynn Crosbie
P1,"¿Quién escribio el libro ""Literary Friends""?",Wilfrid Eggleston
P1,"¿Quién escribio el libro ""The knight of Spencer Grange, New Year's Day, 1898""?",William Kirby F.R.S.C.
P1,"¿Quién escribio el libro ""The woman warrior""?",Maxine Hong Kingston
P1,"¿Quién escribio el libro ""Wild Nights!""?",Joyce Carol Oates
P1,"¿Quién escribio el libro ""The Works of Charlotte Elizabeth""?",Harriet Beecher Stowe
P1,"¿Quién escribio el libro ""Simple things""?",Karen Lavut
P1,"¿Quién escribio el libro ""Testament of friendship""?",Vera Brittain
P1,"¿Quién escribio el libro ""Recovering, a journal""?",May Sarton
P1,"¿Quién escribio el libro ""The Last Letters of Edgar Allan Poe To Sarah Helen Whitman""?",Sarah Helen Whiteman
P1,"¿Quién escribio el libro ""Apple of my eye""?",Helene Hanff
P1,"¿Quién escribio el libro ""Lives & works""?",Brian O'Riordan
P1,"¿Quién escribio el libro ""Of old stones undeciphered""?",Morley Callaghan
P1,"¿Quién escribio el libro ""Edge Seasons""?",Beth Powning
P1,"¿Quién escribio el libro ""My Acadian heritage""?",Léonie Comeau Poirier
P1,"¿Quién escribio el libro ""Twenty-First Century Canadian Writers""?",Christian Riegel
P1,"¿Quién escribio el libro ""Canadian writers before 1890""?",William H. New
P1,"¿Quién escribio el libro ""Grey Owl's favorite wilderness revisited""?",Allison Mitcham
P1,"¿Quién escribio el libro ""Barefoot at the lake""?",Bruce Fogle
P1,"¿Quién escribio el libro ""A song flung up to heaven""?",Maya Angelou
P1,"¿Quién escribio el libro ""Mailer""?",Hilary Mills
P1,"¿Quién escribio el libro ""The letters of Washington Irving to Henry Brevoort""?",Washington Irving
P1,"¿Quién escribio el libro ""Rascal""?",Sterling North
P1,"¿Quién escribio el libro ""Butterfly dreams""?",Stella Mazur Preda
P1,"¿Quién escribio el libro ""Mazo de la Roche""?",Joan Givner
P1,"¿Quién escribio el libro ""Leacock, a biography""?",Theresa A. Moritz
P1,"¿Quién escribio el libro ""H. L. Mencken""?",Ernest Augustus Boyd
P1,"¿Quién escribio el libro ""Chasing shadows""?",Fred Wilcox
P1,"¿Quién escribio el libro ""Typing""?",Matt Cohen
P1,"¿Quién escribio el libro ""Talkin' Moscow blues""?",Josef Škvorecký
P1,"¿Quién escribio el libro ""Conversations with Colum Mccann""?",Earl G. Ingersoll
P1,"¿Quién escribio el libro ""An epistle to posterity""?",Mary Elizabeth Wilson Sherwood
P1,"¿Quién escribio el libro ""Reminiscences, 1819-1899""?",Julia Ward Howe
P1,"¿Quién escribio el libro ""Stephen Crane""?",John Berryman
P1,"¿Quién escribio el libro ""Book of Dreams""?",Jack Kerouac
P1,"¿Quién escribio el libro ""Stories about storytellers""?",Douglas Gibson
P1,"¿Quién escribio el libro ""Away from home""?",Kildare Dobbs
P1,"¿Quién escribio el libro ""Gonzo""?",Jann Wenner
P1,"¿Quién escribio el libro ""Famous Canadian authors""?",Hashemi Mohammad
P1,"¿Quién escribio el libro ""Zigzag""?",James A. Houston
P1,"¿Quién escribio el libro ""We who can fly""?",Adele Wiseman
P1,"¿Quién escribio el libro ""Sir Vidia's shadow""?",Paul Theroux
P1,"¿Quién escribio el libro ""On Writing""?",Stephen King
P1,"¿Quién escribio el libro ""The Writing Life: Journals, 1975-2005""?",George Fetherling
P1,"¿Quién escribio el libro ""Partir avant le jour""?",Julien Green
P1,"¿Quién escribio el libro ""Journals""?",Ralph Waldo Emerson
P1,"¿Quién escribio el libro ""The Canadian West in fiction""?",Edward McCourt
P1,"¿Quién escribio el libro ""Walk Like a Man""?",Robert J. Wiersema
P1,"¿Quién escribio el libro ""Memories of a Catholic girlhood""?",Andrés Bosch
P1,"¿Quién escribio el libro ""Over Canadian trails""?","Martens, Klaus"
P1,"¿Quién escribio el libro ""The Writer on Her Work""?",Janet STERNBURG
P1,"¿Quién escribio el libro ""Encyclopedia of American humorists""?",Steven H. Gale
P1,"¿Quién escribio el libro ""Inventing the Truth""?",Russell Baker
P1,"¿Quién escribio el libro ""Here and Now""?",Paul Auster
P2,"¿De qué país es el autor de ""Gertrude Stein""?",United States
P2,"¿De qué país es el autor de ""Barefoot at the lake""?",United States
P2,"¿De qué país es el autor de ""Writing for freedom""?",United States
P2,"¿De qué país es el autor de ""Tom Sawyer, Detective""?",United States
P2,"¿De qué país es el autor de ""A Good Enough Daughter""?",United States
P2,"¿De qué país es el autor de ""Deep currents""?",United States
P2,"¿De qué país es el autor de ""Scott Fitzgerald""?",United States
P2,"¿De qué país es el autor de ""At the sign of the hand and pen""?",United States
P2,"¿De qué país es el autor de ""Inside out""?",United States
P2,"¿De qué país es el autor de ""The Autobiography of Alice B. Toklas""?",United States
P2,"¿De qué país es el autor de ""Jack Whyte""?",United States
P2,"¿De qué país es el autor de ""Julia Ward Howe, 1819-1910""?",United States
P2,"¿De qué país es el autor de ""Some letters of William Vaughn Moody""?",United States
P2,"¿De qué país es el autor de ""Canadian writers""?",United States
P2,"¿De qué país es el autor de ""Twenty-First Century Canadian Writers""?",United States
P2,"¿De qué país es el autor de ""True Confessions""?",United States
P2,"¿De qué país es el autor de ""The Learned Blacksmith""?",United States
P2,"¿De qué país es el autor de ""Dropped Threads""?",United States
P2,"¿De qué país es el autor de ""Apple of my eye""?",United States
P2,"¿De qué país es el autor de ""Dropped Threads""?",United States
P2,"¿De qué país es el autor de ""Dawn""?",United States
P2,"¿De qué país es el autor de ""1973 profiles""?",United States
P2,"¿De qué país es el autor de ""The books in my life""?",United States
P2,"¿De qué país es el autor de ""James Baldwin""?",United States
P2,"¿De qué país es el autor de ""Top soil""?",United States
P2,"¿De qué país es el autor de ""The autobiography of Leroi Jones""?",United States
P2,"¿De qué país es el autor de ""Hoggwash""?",United States
P2,"¿De qué país es el autor de ""Black Boy""?",United States
P2,"¿De qué país es el autor de ""Cyclopædia of American literature""?",United States
P2,"¿De qué país es el autor de ""Margaret Fuller (Marchesa Ossoli)""?",United States
P2,"¿De qué país es el autor de ""Four American leaders""?",United States
P2,"¿De qué país es el autor de ""Margaret Fuller""?",United States
P2,"¿De qué país es el autor de ""Newspaper days, 1899-1906""?",United States
P2,"¿De qué país es el autor de ""Literary Impostors""?",United States
P2,"¿De qué país es el autor de ""Island Wings""?",United States
P2,"¿De qué país es el autor de ""Hernewood""?",United States
P2,"¿De qué país es el autor de ""Great Possessions""?",United States
P2,"¿De qué país es el autor de ""Carver country""?",United States
P2,"¿De qué país es el autor de ""Mid Life Confidential""?",United States
P2,"¿De qué país es el autor de ""The Crow journals""?",United States
P2,"¿De qué país es el autor de ""Sister brother""?",United States
P2,"¿De qué país es el autor de ""The Anatomy Lesson""?",United States
P2,"¿De qué país es el autor de ""Austin C. Clarke and his works""?",United States
P2,"¿De qué país es el autor de ""Portraits d'ecrivains""?",United States
P2,"¿De qué país es el autor de ""The Canadian west in fiction""?",United States
P2,"¿De qué país es el autor de ""Apocrypha""?",United States
P2,"¿De qué país es el autor de ""The writer and the Canadian university""?",United States
P2,"¿De qué país es el autor de ""Sisters in the wilderness""?",United States
P2,"¿De qué país es el autor de ""Robertson Davies""?",United States
P2,"¿De qué país es el autor de ""A continuous harmony""?",United States
P2,"¿De qué país es el autor de ""The habit of being - Letters of Flannery O'Connor""?",United States
P2,"¿De qué país es el autor de ""Zora Hurston and the chinaberry tree""?",United States
P2,"¿De qué país es el autor de ""Pauline Johnson, her life and work""?",United States
P2,"¿De qué país es el autor de ""Heart of a Stranger""?",United States
P2,"¿De qué país es el autor de ""Specimen days""?",United States
P2,"¿De qué país es el autor de ""Caught by the Sea""?",United States
P2,"¿De qué país es el autor de ""The worm turns""?",United States
P2,"¿De qué país es el autor de ""Lion Ben of Elm Island""?",United States
P2,"¿De qué país es el autor de ""The absolutist""?",United States
P2,"¿De qué país es el autor de ""Ploughman of the moon""?",United States
P2,"¿De qué país es el autor de ""Imagining Canadian literature""?",United States
P2,"¿De qué país es el autor de ""Canada writes!""?",United States
P2,"¿De qué país es el autor de ""Abenaki Daring""?",United States
P2,"¿De qué país es el autor de ""Always an Updraft""?",United States
P2,"¿De qué país es el autor de ""Palomar""?",United States
P2,"¿De qué país es el autor de ""Lady of the Backwoods""?",United States
P2,"¿De qué país es el autor de ""Ten Canadian Writers in Context""?",United States
P2,"¿De qué país es el autor de ""Samson's hair and other satiric fantasies""?",United States
P2,"¿De qué país es el autor de ""Thurber""?",United States
P2,"¿De qué país es el autor de ""Without a Map""?",United States
P2,"¿De qué país es el autor de ""American lands and letters""?",United States
P2,"¿De qué país es el autor de ""The prose writers of Canada""?",United States
P2,"¿De qué país es el autor de ""A season past""?",United States
P2,"¿De qué país es el autor de ""Writing Life""?",United States
P2,"¿De qué país es el autor de ""Cult fiction""?",United States
P2,"¿De qué país es el autor de ""Selected organs""?",United States
P2,"¿De qué país es el autor de ""Ralph Waldo Emerson, philosopher & seer""?",United States
P2,"¿De qué país es el autor de ""Musgrave landing""?",United States
P2,"¿De qué país es el autor de ""Mark Twain""?",United States
P2,"¿De qué país es el autor de ""The Awakener""?",United States
P2,"¿De qué país es el autor de ""The Faulkner-Cowley file""?",United States
P2,"¿De qué país es el autor de ""Literary writing by Blacks in Canada""?",United States
P2,"¿De qué país es el autor de ""Fear of Fifty""?",United States
P2,"¿De qué país es el autor de ""Prelude to a marriage""?",United States
P2,"¿De qué país es el autor de ""James Fenimore Cooper""?",United States
P2,"¿De qué país es el autor de ""A Map to the Door of No Return""?",United States
P2,"¿De qué país es el autor de ""Conversations with Robertson Davies""?",United States
P2,"¿De qué país es el autor de ""Abenaki Daring""?",United States
P2,"¿De qué país es el autor de ""Autobiology""?",United States
P2,"¿De qué país es el autor de ""A Guide to Recognizing Your Saints""?",United States
P2,"¿De qué país es el autor de ""The American Notebooks by Nathaniel Hawthorne""?",United States
P2,"¿De qué país es el autor de ""Écrivains canadiens : un dictionnaire biographique =""?",United States
P2,"¿De qué país es el autor de ""A Place on Earth""?",United States
P2,"¿De qué país es el autor de ""CBC radio broadcaster Norman Creighton""?",United States
P2,"¿De qué país es el autor de ""Canadian nomads""?",United States
P2,"¿De qué país es el autor de ""The works of Washington Irving""?",United States
P2,"¿De qué país es el autor de ""Bibliography of Georgia authors, 1949-1965""?",United States
P2,"¿De qué país es el autor de ""Emerson in Concord""?",United States
P2,"¿De qué país es el autor de ""Kinfolks""?",United States
P2,"¿De qué país es el autor de ""Many Lives Mark This Place""?",United States
P3,"¿En que año se publicó ""Always Someone To Kill The Doves""?",2005
P3,"¿En que año se publicó ""Cheaper by the Dozen (Cheaper by the Dozen #1)""?",1948
P3,"¿En que año se publicó ""The letters of Malcolm Lowry and Gerald Noxon, 1940-1952""?",1988
P3,"¿En que año se publicó ""The dream of Arcadia""?",1958
P3,"¿En que año se publicó ""Uncommon ground""?",2002
P3,"¿En que año se publicó ""Sir Vidia's shadow""?",1998
P3,"¿En que año se publicó ""Contemporary Authors: New Revision Series""?",2002
P3,"¿En que año se publicó ""Henry David Thoreau""?",1948
P3,"¿En que año se publicó ""Contemporary challenges""?",1991
P3,"¿En que año se publicó ""Rehearsals for Living""?",2022
P3,"¿En que año se publicó ""Guns and magnolias""?",1989
P3,"¿En que año se publicó ""Viola Whitney Pratt""?",1990
P3,"¿En que año se publicó ""Reminiscences""?",1910
P3,"¿En que año se publicó ""Northern farm""?",1948
P3,"¿En que año se publicó ""My own two feet""?",1995
P3,"¿En que año se publicó ""FPG: the European years""?",1973
P3,"¿En que año se publicó ""Barking""?",2015
P3,"¿En que año se publicó ""The Oxford illustrated literary guide to Canada""?",1987
P3,"¿En que año se publicó ""Tell Me a Mitzi""?",1978
P3,"¿En que año se publicó ""Tremblement de cœur""?",1990
P3,"¿En que año se publicó ""Writing stories, making pictures""?",1994
P3,"¿En que año se publicó ""The pilgrimage of Henry James""?",1925
P3,"¿En que año se publicó ""Arts in Canada""?",1993
P3,"¿En que año se publicó ""Producing Canadian Literature""?",2012
P3,"¿En que año se publicó ""That reminds me--""?",1990
P3,"¿En que año se publicó ""C'est complet au royaume des morts""?",2014
P3,"¿En que año se publicó ""Gardens, covenants, exiles""?",1982
P3,"¿En que año se publicó ""The land remembers""?",1975
P3,"¿En que año se publicó ""Theosophic thoughts concerning L.M. Montgomery""?",1988
P3,"¿En que año se publicó ""American life in literature""?",1936
P3,"¿En que año se publicó ""Mais z'encore?""?",2001
P3,"¿En que año se publicó ""Two lives""?",2007
P3,"¿En que año se publicó ""Mark and Livy""?",1992
P3,"¿En que año se publicó ""Writers of Montreal""?",1993
P3,"¿En que año se publicó ""Canadian writers, 1920-1959. First series""?",1988
P3,"¿En que año se publicó ""That summer in Paris""?",1963
P3,"¿En que año se publicó ""Papa, My Father""?",1989
P3,"¿En que año se publicó ""A song of the heart""?",2009
P3,"¿En que año se publicó ""Aboriginality""?",2005
P3,"¿En que año se publicó ""Where did you go?  Out.  What did you do?  Nothing""?",1957
P3,"¿En que año se publicó ""The glory that was Grub Street""?",1800
P3,"¿En que año se publicó ""A hand-book of English literature""?",1871
P3,"¿En que año se publicó ""Pathologies""?",2008
P3,"¿En que año se publicó ""Frontiers And Sanctuaries""?",2006
P3,"¿En que año se publicó ""Lone cowboy""?",1926
P3,"¿En que año se publicó ""Writing the Roaming Subject""?",2006
P3,"¿En que año se publicó ""The Haliburton bi-centenary chaplet""?",1997
P3,"¿En que año se publicó ""The Healing Heart""?",1983
P3,"¿En que año se publicó ""Indian-Inuit authors""?",1974
P3,"¿En que año se publicó ""Persons and places""?",1905
P3,"¿En que año se publicó ""The Crow journals""?",1980
P3,"¿En que año se publicó ""Saskatchewan writers""?",2004
P3,"¿En que año se publicó ""Farley""?",2003
P3,"¿En que año se publicó ""Letter from the Khyber Pass, and other travel writing""?",1993
P3,"¿En que año se publicó ""Men for the mountains""?",1978
P3,"¿En que año se publicó ""Farley Mowat""?",1993
P3,"¿En que año se publicó ""The absolutist""?",2011
P3,"¿En que año se publicó ""Ringolevio""?",1972
P3,"¿En que año se publicó ""Green Gables""?",2001
P3,"¿En que año se publicó ""La double vie littéraire de Louis Fréchette""?",2014
P3,"¿En que año se publicó ""Letters""?",1920
P3,"¿En que año se publicó ""Here comes, there goes, you know who""?",1961
P3,"¿En que año se publicó ""Lone wolf""?",1961
P3,"¿En que año se publicó ""Stephen King Goes to the Movies""?",2009
P3,"¿En que año se publicó ""Murder in Montparnasse""?",1992
P3,"¿En que año se publicó ""Me""?",1939
P3,"¿En que año se publicó ""Must Write""?",2005
P3,"¿En que año se publicó ""Life of Ralph Waldo Emerson""?",1888
P3,"¿En que año se publicó ""The 10 greatest Canadian female trailblazers""?",2007
P3,"¿En que año se publicó ""Jack London""?",1997
P3,"¿En que año se publicó ""Sailor on Horseback""?",1938
P3,"¿En que año se publicó ""Zelda Fitzgerald""?",2002
P3,"¿En que año se publicó ""Growing up stupid under the Union Jack""?",2005
P3,"¿En que año se publicó ""Hoax""?",2001
P3,"¿En que año se publicó ""Of old stones undeciphered""?",2008
P3,"¿En que año se publicó ""The letters of Henry James""?",1920
P3,"¿En que año se publicó ""Erratic north""?",2008
P3,"¿En que año se publicó ""Invincible Louisa""?",1933
P3,"¿En que año se publicó ""The Crystal Shard""?",1988
P3,"¿En que año se publicó ""A three dog life""?",2006
P3,"¿En que año se publicó ""Daughter of Family G.""?",2019
P3,"¿En que año se publicó ""Edgar Allan Poe""?",1907
P3,"¿En que año se publicó ""Gather together in my name""?",1974
P3,"¿En que año se publicó ""The Crack in the Teacup""?",2000
P3,"¿En que año se publicó ""Grey Owl""?",2004
P3,"¿En que año se publicó ""To kill a rabbi""?",1987
P3,"¿En que año se publicó ""Seated with the mighty""?",1979
P3,"¿En que año se publicó ""The works of Washington Irving""?",1800
P3,"¿En que año se publicó ""Tom Thomson's shack""?",2000
P3,"¿En que año se publicó ""The Learned Blacksmith""?",1937
P3,"¿En que año se publicó ""Cigar Box Banjo A Life In Music And Words""?",2010
P3,"¿En que año se publicó ""The letters""?",2011
P3,"¿En que año se publicó ""Frederick Philip Grove""?",1945
P3,"¿En que año se publicó ""Deep currents""?",1997
P3,"¿En que año se publicó ""El arte de la ficción""?",2016
P3,"¿En que año se publicó ""The Devil At Large""?",1993
P3,"¿En que año se publicó ""The big sea""?",1940
P3,"¿En que año se publicó ""Beyond Recall""?",2005
P3,"¿En que año se publicó ""The house by the sea""?",1977
P3,"¿En que año se publicó ""Life in letters of William Dean Howells""?",1928
P4,"¿Cual es la categoria o genero del libro ""Literary Friends""?","['Biography', 'Canadian Authors', 'History and criticism', 'Canadian literature', 'Friends and associates', 'Authors, Canadian (English)', 'Canadian Authors (English)']"
P4,"¿Cual es la categoria o genero del libro ""Kids' writers""?","['Biography', 'Canadian Authors', 'Canadian Women authors', 'Authors, Canadian', 'Women authors, Canadian', ""Children's literature, Canadian""]"
P4,"¿Cual es la categoria o genero del libro ""Contemporary Authors""?","['American Authors', 'Authors', 'Modern Literature', 'Bio-bibliography', 'Authors', 'Modern Literature', 'Screenwriters', 'Journalists', 'Bio-bibliography', 'Poets']"
P4,"¿Cual es la categoria o genero del libro ""The concise Oxford companion to Canadian literature""?","['Biography', 'Canadian Authors', 'Canadian literature', 'In literature', 'Bio-bibliography', 'Dictionaries', 'Dictionnaires anglais', 'Littérature canadienne', 'Literature, bio-bibliography', 'Literature, dictionaries']"
P4,"¿Cual es la categoria o genero del libro ""Pages from my diary, 1986-1995""?","['Canadian Authors', 'Diaries', 'Journaux intimes', 'Journal intime', 'Armenians', 'Authors, Canadian (English)', 'Écrivains canadiens-anglais', 'Armenian Canadians', ""Canadiens d'origine arménienne""]"
P4,"¿Cual es la categoria o genero del libro ""In Search of Our Mother's Garden""?","['Biography', 'American Authors', 'Écrivains américains', 'Biographies', 'African American authors', 'African American women', 'African American women authors', 'Feminism', 'Afro-American women', 'Mujeres']"
P4,"¿Cual es la categoria o genero del libro ""Thirty-four Atlantic provinces authors =""?","['Biography', 'Canadian Authors', 'Authors, Canadian']"
P4,"¿Cual es la categoria o genero del libro ""My daddy was a pistol, and I'm a son of a gun""?","['Biography', 'American Authors', 'Wit and humor', 'American Humorists', 'Large type books', 'Family', 'Fathers and sons', 'United states, biography', 'Humorists, American', 'Humorists']"
P4,"¿Cual es la categoria o genero del libro ""A Tramp Abroad""?","['Biography', 'American Authors', 'Description and travel', 'Journeys', 'Fiction', 'History', 'Americans', 'Americans in fiction', 'Europe in fiction', 'Mountaineering']"
P4,"¿Cual es la categoria o genero del libro ""Kopiník svobody""?","['Biography', 'Canadian Authors', 'Biographies', 'Journalists', 'Journalistes', 'Anti-communist movements', 'Anticommunisme', ""Écrivains canadiens d'origine tchèque""]"
P4,"¿Cual es la categoria o genero del libro ""The Geography of Arrival""?","['Biography', 'Canadian Authors', 'Hungarian Canadians']"
P4,"¿Cual es la categoria o genero del libro ""Mitchell""?","['Biography', 'Canadian Authors', 'Authors, canadian']"
P4,"¿Cual es la categoria o genero del libro ""Moments on a Staircase""?","['Biography', 'Canadian Authors', 'Family', 'Families']"
P4,"¿Cual es la categoria o genero del libro ""Chambers's cyclopaedia of English literature""?","['Biography', 'American Authors', 'Intellectual life', 'History and criticism', 'American literature', 'English Authors', 'English literature', 'Dictionaries', 'Encyclopedias']"
P4,"¿Cual es la categoria o genero del libro ""I Came All This Way to Meet You""?","['Biography', 'American Authors', 'American Women authors', 'BIOGRAPHY & AUTOBIOGRAPHY / Women', 'BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs', 'LANGUAGE ARTS & DISCIPLINES / Writing / General']"
P4,"¿Cual es la categoria o genero del libro ""Shadowlands""?","['American Authors', 'Marriage', 'Authors, American', ""Authors' spouses"", 'Married people', 'English Authors', 'Authors, English', 'Anglicans', 'Christian converts from Judaism', 'Christian biography']"
P4,"¿Cual es la categoria o genero del libro ""Portraits of Canadian Writers""?","['Canadian Authors', 'Portraits', 'Canadian Authors', 'Anecdotes', 'Portraits']"
P4,"¿Cual es la categoria o genero del libro ""A son of the middle border""?","['Biography', 'American Authors', 'Frontier and pioneer life', 'Authors, american', 'Authors, biography', 'North-western States', 'Garland, hamlin, 1860-1940', 'Frontier and pioneer life, middle west', 'Frontier and pioneer life, northwestern states']"
P4,"¿Cual es la categoria o genero del libro ""Memory babe""?","['Biography', 'American Authors', 'American Novelists', 'Authors, biography', 'Beat generation', 'Beats (Persons)', 'Bohemianism', 'Kerouac, jack, 1922-1969', 'Authors, english']"
P4,"¿Cual es la categoria o genero del libro ""A remembrance of flings past""?","['Biography', 'Canadian Authors']"
P4,"¿Cual es la categoria o genero del libro ""Thirty-four Atlantic Provinces authors""?",['Canadian Authors']
P4,"¿Cual es la categoria o genero del libro ""A brief handbook of American authors""?","['Biography', 'American Authors', 'American literature', 'Bio-bibliography']"
P4,"¿Cual es la categoria o genero del libro ""The gentle anarchist""?","['Biography', 'Canadian Authors', 'History', 'Authors, biography', 'Historians', 'Authors, canadian', 'Anarchists', 'Anarchism', 'Periodical editors', 'Anarchists, biography']"
P4,"¿Cual es la categoria o genero del libro ""Stephen Leacock""?","['Biography', 'Canadian Authors', 'Canadian Humorists', 'Canadian wit and humor', 'Biography', 'Canadian Authors', 'Biographies', 'Canadian Humorists', 'Humoristes canadiens', 'Biography']"
P4,"¿Cual es la categoria o genero del libro ""Young Sam Clemens""?","['Biography', 'American Authors', 'Authors, American', 'Childhood and youth']"
P4,"¿Cual es la categoria o genero del libro ""The young Hemingway""?","['Biography', 'American Authors', 'American Novelists', 'Childhood and youth', 'Youth', 'Hemingway, ernest, 1899-1961']"
P4,"¿Cual es la categoria o genero del libro ""Levitation""?","['American Authors', 'Social life and customs', 'Fiction', 'Fiction, short stories (single author)', 'Romans, nouvelles', 'Fiction, general', 'Moeurs et coutumes', 'Jews', 'Juifs']"
P4,"¿Cual es la categoria o genero del libro ""Travel and talk 1885-93-95""?","['American Authors', 'Social life and customs', 'Description and travel', 'Canadian Authors', 'Voyages and travels', 'Mormonism', 'Mormons', 'Missions', 'Religion']"
P4,"¿Cual es la categoria o genero del libro ""The Winnipeg Connection""?","['Biography', 'Canadian Authors', 'History and criticism', 'Canadian literature', 'Biographies', 'Histoire et critique', 'Écrivains canadiens-anglais', 'Littérature canadienne-anglaise']"
P4,"¿Cual es la categoria o genero del libro ""A Critique of Canadian Writers, By L.E. Horning""?","['Canadian Authors', 'History and criticism', 'Histoire et critique', 'Écrivains canadiens']"
P4,"¿Cual es la categoria o genero del libro ""The Red Notebook""?","['American Authors', 'Fiction, short stories (single author)', 'Authors, American', 'Essays (single author)', 'Auster, paul, 1947-', 'Interviews', 'Aufsatzsammlung', 'Literaturproduktion', 'Authorship']"
P4,"¿Cual es la categoria o genero del libro ""Studies in maritime literary history""?","['Homes and haunts', 'Intellectual life', 'Canadian Authors', 'History and criticism', 'Canadian literature', 'In literature', 'Maritime Provinces', 'Maritime Provinces in literature']"
P4,"¿Cual es la categoria o genero del libro ""Malcolm Lowry""?","['Biography', 'Canadian Authors', 'English Authors', 'English Novelists', 'Lowry, Malcolm, 1909-1957', 'Lowry, malcolm, 1909-1957']"
P4,"¿Cual es la categoria o genero del libro ""The kitchen readings""?","['Biography', 'American Authors', 'Authors, american', 'Nonfiction', 'Friends and associates', 'Authors, American', 'Authors, biography', 'Family & Relationships', 'Health & Fitness', 'Thompson, hunter s., 1937-2005']"
P4,"¿Cual es la categoria o genero del libro ""The reluctant author""?","['Biography', 'Canadian Authors', 'Artists', 'Authors, Canadian', 'Authors, Canadian (English)']"
P4,"¿Cual es la categoria o genero del libro ""Conversations with Edmund White""?","['American Authors', 'Authors, american', 'Authors, biography', 'Interviews', 'Gay men', 'Gay authors', 'BIOGRAPHY & AUTOBIOGRAPHY / Literary', 'Gay men, biography', 'SOCIAL SCIENCE / Gay Studies']"
P4,"¿Cual es la categoria o genero del libro ""Northern farm""?","['Biography', 'Homes and haunts', 'American Authors', 'Social life and customs', 'Description and travel', 'Intellectual life', 'Country life', 'Farm life', 'Farmers', 'Large type books']"
P4,"¿Cual es la categoria o genero del libro ""Love Junkie""?","['Biography', 'American Authors', 'Women authors', 'Authors, american', 'Authors, biography', 'American Women authors', 'Sexual behavior', 'Sex addicts', 'Sex', 'Sex addiction']"
